post,value
18. 7. 6.  3:37  <직원 미인증>  안녕하세요. 곧 입법보조원 출근을 앞두고 있는 학생입니다. 출근하기 전까지 미리 무얼 해두면 좋을지 궁금합니다. 개인적으로 복장도 어떻게 해야할지 잘 감이 오지 않습니다ㅠㅠ 감사합니다ㅠㅠ,<직원 미인증>
"18. 7. 5.  2:22  <직원 인증>  [ 국회 직원분들의 청와대 청원 동참을 부탁드립니다]https://www1.president.go.kr/petitions/296340?navigation=petitions  국민세금 '깜깜이 지출'하는 국회의 정기적 외부 회계 감사를 청원합니다.   국회 특수활동비 내역을 공개하라는… 더 보기 참여연대의 정보공개 청구 3년 만에 대법원이 공개 결정을 내림에 따라 베일에 가려져 있던 특활비 세부 내역이 처음으로 공개됐습니다.  2011년부터 3년 치 240억 원 규모이고, 그 내역이 1,300건에 이르는데 영수증은 단 한 장도 없었습니다.   해마다 평균 80억원이 넘는 이 엄청난 국민의 혈세를 여야가 마치 월급이나 용돈처럼 나눠 쓴 것입니다.   국회사무처의 2018년도 예산은 약 5,191억으로 국회의원, 국회도서관, 국회예산정책처 등 기관별 예산을 합하면 국회에서 약 6천억이 넘는 세금이 쓰이고 있습니다.  국회는 매년 정부기관과 지자체에 대한 국정감사를 실시하고, 예산안도 심의합니다.   하지만 정작 국회는국회사무처로부터 특별활동비, 업무추진비 등을 제공받는 국회의원들로 구성되어있는 국회 운영위원회에서 셀프감사를 실시하고 있습니다.   최근 대법원에서 특수활동비 등에 대한 사용내역을 투명하게 공개하라는 판결을 연이어 내놓았습니다.   하지만 국회는 법원 판결에 불복하며 추가 소송을 통한 버티기를 하며  특수활동비를 비롯해 정책개발비와 같은 의정활동 관련 예산 등에 대한 내용을 모두 비밀에 부치고 있습니다.  심지어 아파트도 관리비에대한 회계감사를 받는데, 국민 세금 6천억이 넘게 들어가는 국가기관의 셀프회계감사는 부적절하다고 생각합니다.  문재인 대통령의 공약 1호는 바로 '적폐청산'입니다.   상식적이지 않은 적폐적 제도가 국회에 산재되어있으나, 판결에 불복하고 소송에 나서는 국회사무처와 특활비 폐지법에 도장을 찍지 않는 국회의원들을 보면 국회에 자성의 모습을 찾기도, 기대하기도 어렵습니다.   이에 국회사무처가 정기적 외부 회계 감사를 받을 수 있도록 대통령 입법권을 행사해주시기를 바랍니다.",<직원 인증>
"18. 7. 5.  10:03 <직원 인증>  영감아... 기관 사람들 앉혀놓고 본인 자랑만 하지 마라.  그 사람들을 불렀으면  부른 목적에 대해서만 심도있게 토론하고 하자 좀.  부처 실 국장들, 기관 본부장들 조직을 운영하고 관리하는 실질헤드들인데 그런 사람들 아침부터 지방에서 국회로 소환해놓고 1시간 넘게 자기 자서전 쓰고 있으면 그 사람들이 크으 의원님 짱짱맨 이러겟냐? 하 새끼 주둥이 징그럽게 털어대네 이러겠지...  옆에 배석해서 듣고 있는 관님들 표정관리도 안되고 참...  영감때문에 기관사람들과 기자들이 우리방을 기피한다. 일 저따위로 해놓고 또 해먹으려고 직원들만 갈아대는거 보면 진심 뒤통수 한 대 갈기고 싶다.",<직원 인증>
"18. 7. 4.  3:06  <직원 인증>  외국에 비해 보좌진이 너무 많다. 1명이면 충분하다.  부족하면 한시적으로 외부에서 자원봉사 구해서 쓰자. 이렇게 불필요한 낭비와 특권을 줄이지 않으면 국회가 개혁되지 않는다. 공부도 스스로 하고 사무실 회계 정리도 직접 하고 전화랑 법안 서명도 직접 받고  커피까지 내가 타서 먹겠다. 의원님, 지역에서 근무할 4급 보좌관 뽑으시려는 걸로 알고있습니다.  지역구 관리도 스스로 하시길 바랍니다.",<직원 인증>
"18. 7. 3.  9:16  <직원 인증>  출근 시간에 엘베 앞에서 만난 꼰대 아저씨, 왜 다짜고짜 반말을 하세요. 당신과 나의 접점은 그저 엘레베이터를 같이 기다린다는 것 밖에 없는데; 아는 사이도 아니면서 왜 반말로 말을 걸어대시는지... 상대가 자리를 슬쩍 피하고, 대꾸를 안하면 눈치껏 적당히 해야지 진짜;... 9층에서 내리던데, 꼰대짓 제발 그만~ 더운데 열받는 일 없게 삽시다~",<직원 인증>
"18. 7. 3.  2:23  <직원 인증> 요즘 밤에 잠을 자지 못한다.  피곤하지 않은 게 아니다.  체력이 남아도는 건 더더욱 아니다.  퇴근하고 씻고 과일을 먹고 이를 닦고 유튜브를 좀 보고 난 뒤 침대에 몸을 뉘이면 그때부터 온갖 고민거리와 생각거리 때문에 잠에 들지 못한다.  내가 이 일을 계속하는 것이 맞는 것일까 를 시작으로 수십가지의 고민이 머릿속을 휘저어놓는다.  끝이 없는 고민거리다.   그만두면 당장의 실업급여는 나오겠지,  하지만 요즘같은 경기에 재취업은 어려워보이는데 어떡하지,  아 할부금도 남았는데,  근데 의원실만 들어가면 일도 숨이 턱 막히고  사람들은 내 심장을 옥죄어오는데 어떡하지, 그만 두고 공부를 다시 시작할까 등등 끝없는 고민을 계속한다.  하지만 이 글을 쓰면서도 난 결론을 내리지 못하고 몇시간 뒤엔 다시 출근을 하겠지.  그러고는 너와 어떻게든 마주치길 기다린다. 잠깐,  찬란하게 빛을 내다 사라진 여우별 때문에  바로 너 때문에 나는 매일밤 여우별을 기다리다 그믐달만 보게된다.  아수라 같은 이 곳 오늘도 이를 꽉 깨물고 출근 하는 것은 어쩌다 마주칠 수 있는 너 때문이다.  아 지금까지 한 말은 다 거짓말이다.",<직원 인증>
18. 7. 2.  8:01  <직원 미인증>  국회인턴에 들어가고싶은 학생입니다. 입법보조원 부터 시작해야 가능할까요 ?  입법보조원은 어떻게 하나요??!! 공고가 안올라와서ㅜ,<직원 미인증>
"18. 7. 2.  10:20  <직원 인증>  진짜 해도해도 너무한다 한결같이 잘도 잔다 비서관 그만 자라 비서관 코 골지마라 비서관 자면서 국민 세금 받고 좋네 비서관 그럴꺼면 좀 쉬는게 어때 비서관 집에서, 계속, 쭉, 나오지 말고",<직원 인증>
18. 7. 1.  1:55  <직원 미인증>  보좌진님들께 고합니다.  회사 대관들한테 술 얻어먹는것 까지는 김영란법이고 뭐고 일단 그렇다 치겠습니다. 그런데 성접대는 좀 안 받았으면 합니다.  나름 국가를 위해 일한다는 분들이..흠 국민을 위해 헌신하는 다른 의원실 동료분들께 쪽팔리지도 않나요...ㅡㅡ  얼마 전 전해 듣기로 모 게임회사 임원이 국정감사 끌려갈때 모 의원실이 많이 도와줘서 업소 여자 가슴 만지게 해줬더니 좋아 뒤진다고... 영웅담 처럼 얘기하는거 지인이 술자리에서 들었다는데... 정말 더럽네요... 이러지 좀 마세요. 지금까진 했어도 이젠 그만 하세요. 제발...  대관담당들이 보좌진님들께 굽신굽신 거리는 거  같아도 뒤에서 엄청 욕하고 다니는 거 아시나요?  왜 그들한테 휘둘리나요. 이러려고 국회간던가요? 능력있는 분들이라 돈 벌 방법은 많잖아요... 국가의 앞날을 위해 국민을 위해 또는 지역사회를 위해 헌신하러 간거 아닌가요?,<직원 미인증>
"18. 6. 30.  9:55  <직원 미인증>  국회 업무상 야근, 주말출근 많은것은 이해합니다만.. 특별히 바쁜일 없을때도.. 6시 30분에 퇴근해도 '일찍 가네?'라는 소리듣네요;; (6시가 정시퇴근입니다..ㅠㅠ) 늦게가면 왜늦게가냐고 한소리듣고.. 낮에는 담배 등 정무활동?으로 자리에 있지도 않으면서 6시부터 열일모드는 무슨 심리죠? 남아서 일하는게 더 열심히 하는 모습을 보여준다고 생각하는건지.. 주말출근에 속상해서 써봅니다..",<직원 미인증>
18. 6. 28.  2:27  <직원 미인증>  4학년 1학기를 마친 학생입니다!! 인턴비서로 국회에 들어가고싶은데 졸업생이 아니어도 가능할까요? (된다면 취업계나 휴학을 할 생각입니다.)  아니면 입법보조원을 해서 경험을 쌓고 추우에 인턴에 지원하려고 합니다! 근데 입법보조원공고는 잘 안올라오던데 ㅠㅠ 입법보조원 하고싶은데 필요로 하는 의원실을 알 수 있는 방법이 있을까요?,<직원 미인증>
18. 6. 27.  2:46  <직원 미인증>  차관급 XX가 성희롱강사 불러놓고 면전에서 성희롱 해버리고 노조게시판에 글올라오자 계속 지워달라고 총무과에 때쓰는중..,<직원 미인증>
18. 6. 26.  6:26  <직원 미인증>  국회 입법보조원 어떤지 여쭤보고 싶습니다ㅎㅎ,<직원 미인증>
18. 6. 25.  10:10  <직원 미인증>  같은 방 비서관님 너무 잘생겼어요!!! 능력 좋고 매너 좋고! 보고할때마다 떨린다능,<직원 미인증>
"18. 6. 19.  4:16   제발 화장실에서 볼일에만 집중할 수 있게 해주세여... 지금 몇분째야... 응?... 길어질 뒷담화와 수다는 나가서 떨어줘... 제발... 님들도 신나게 수다떨다가 용변보는 소리 들리면 좀 그렇잖아요... 내 쪽에서 소리 날때마다 말 멈추는거 다 알아,,, 으흑흑 신개념 수치플 오졌다... 흑흑 님들의 고막과 나의 민망함을 위해 꾹 참고있는 나,,, 온다... 변ㅂㅣ가,,,(또륵)",<직원 미인증>
18. 6. 18.  2:32  <직원 미인증>  안녕하십니까.  저는 전남대학교 정치외교학과 재학 중인 26살 3학년 재학생입니다. 저는 정치학을 공부하고 국회와 지방 의회 현장을 견학하면서 국회의원 보좌에 많은 관심을 갖게 되었습니다. 하지만 어느 정도 규모가 있는 학교임에도 불구하고 방학이나 학기동안 전공관련 직업을 경험할 수 있는 프로그램이 마련되어 있지 않습니다. 때문에 저 스스로 기회를 찾아보려 합니다. 물론 관심만으로 하기 어려운 일이란 것은 잘 알고 있습니다. 단계가 오를 수록 학부 이상의 전문성이 필요한 것도 인지하고 있습니다. 이곳에 발을 들이지 말라는… 더 보기 말들도 대숲을 통해 접한 기억도 있습니다. 그럼에도 불구하고 좋은 기회가 있다면 청년으로서 할 수 있는 일들을 하며 경험을 쌓고 싶습니다. 지금까지 국가에 많은 도움을 받고 살았습니다. 지금부터는 제가 도움이 되고 싶습니다.  현직에 계시는 선배들께서 국회를 경험할 수 있는 방법들을 소개해주시면 큰 도움이 될 수 있습니다. 국가를 위해 노력하시는 선배들의 모습을 존경합니다. 감사합니다.,<직원 미인증>
18. 6. 7.  11:22  <직원 인증>  TO. 계단에서 담배피는 새X들에게^^  니놈새X들때문에 담배안피는 여러 사람들이 괴롭고 청소하시는 어머님들도 괴로워.. 가래뱉고 재 털고 꽁초 버리고......니 몸 편하자고 다른 사람들 괴롭게 하지마. 담배꽁초만도 못한 놈들아.,<직원 인증>
"18. 6. 5.  11:14  <직원 미인증>  진짜 정치개혁을 할 수 있는 확실하고 쉬운 방법은 뭘까요? 저는 직급을 줄 수 있는 보좌진 8명. 이 중에 정책/입법 전담하는 보좌진 2~3명만이라도 국회사무처 소속으로 전환하면 만병통치약은 아니겠지만 최소한 국회가 상당히 깨끗해 질거라고 생각합니다.  법을 제일 안지키는 곳이 법을 만드는 국회라고 하죠. 여기는 참 좁고 닫힌 사회입니다. 그러다보니 평판조회에 엄청나게 좌우될 수밖에 없죠.  일은 어느 방에서나 인정받았지만 술 못마시고 내성적인 친구라 비서관 달만한 경력과 능력이 있음에도 올해 간신히 인턴에서 8급으로 오른 친구도… 더 보기 있고, 같이 일하는 내내 인성, 업무능력 모두 최악이라 가는 곳마다 삼개월을 못버티고 쫓겨나는 사람인데도 술 잘마시고 허풍 심한 사람들 모이는 이너 써클(?)에 들어가 곧잘 비서관으로 들어오는 곳이 국회입니다. 게다가 보좌진들 생사여탈은 전부 의원 맘대로죠. 어느날 갑자기 영감이 방에 들어오다 그냥 너 맘에 안드니 당장 짐 싸라고 하면 짐 싸야 하는게 우리 신세 아니던가요.  그러니 당연히 의원이나 보좌관 등 윗사람들의 비리를 뻔히 보면서도 시각, 청각, 언어장애인이 되어 살아가야 합니다. 내부고발자들 보호하자? 국회 안 비리를 내부고발하면 그 사람 국회 보좌진으로 쓰는 방 있을까요? 쟤 자기 있던 방 뒷통수 쳤다는… 더 보기",<직원 미인증>
18. 5. 30.  10:35  <직원 미인증>  OO당의 당원이면서 취업을 준비하면서 알바를 하면서 당원 활동을 하면서 먼저 인턴을 제안을 받고 생각할 시간도 없이 전날 국회로 출근하라고 알려주었습니다. 그런데 지금 생각해보면 어떠한 기본적인 이력서 제출 또한 제출한적도 없었네요  하지만 지역에서 일을 하지만 궁금한게 다른 지역에서도 텃세가 심한가요?? 매일 매시간 트림하는건 적응되서 괜찮지만 외부손님이나 사람 있을때는 착한척은 다하고 단둘이 있을때는 히스테리가 장난이 안니더라고요 점심시간에 지인을 불러서 나가서 3시이후에 들어오기도 하나요?? 그외에도 업무랑은 관련이 없는것들 시키는데 이게 부당한 갑질이 아닐까 싶네요 요번에 생활을 하면서 근로계약서에 있는 인턴기간을 채워야하나요?? OO당 당원으로 남아있어야할지도 궁금하네요,<직원 미인증>
"18. 5. 29.  11:02  <직원 인증>  차라리 담배가 낫지, 전자담배나 아이코스는 실내에서 죄의식 없이 펴대는 바람에 더 죽을 맛입니다. 한번의 연기는 티가 안 날지 몰라도, 냄새가 쌓입니다. 자식 코앞에 대고 할 수 있는 거 아니면 사무실에서도 하지 말아주시기 바랍니다.",<직원 인증>
" <직원 미인증>  저 성추행 당해서 당에 신고했는데, 글쎄 성추행은 맞지만 가해자 공천취소는 못하겠대요 당에서. 여성국 당직자라는 사람이, 선거 앞두고 있으니 사과받고 끝내라고 종용합니다. 무엇을 위한 조사위원회인가요? 며칠전에 충주에서도 성추행 혐의 시인한 사람 공천 강행했죠? 성추행은 성폭력 축에도 못끼는 별거 아닌 일인가봐요?  하필이면 선거를 나가도 우리동네 지역구얔ㅋㅋㅋㅋㅋ 후보님. 당신 선거 홍보물에 얼굴 실린 당신 자녀도 부모가 성추행 했다는 사실을 아나요?",<직원 미인증>
18. 5. 23.  5:36  <직원 미인증>  예전에 비빔면에 대한 레시피가 올라와서... 저렇게 먹는 사람도 있구나 했어요.  지지난주인가 도서관에 비빔면이 올라와서 거기 나온 레시피대로 해봤어요. 와!! 완죤 맛 있어요.  같이 밥먹던 친구들도 다 맛있다고 난리 난리...  좋은 레시피 감사해요!!,<직원 미인증>
"18. 5. 21.  10:20  <직원 인증>  직통전화 만들자는 글 보니 정말 그동안 왜 그생각을 못했나 싶네요. 방 막내들이 전화받고 어디서 전화온건지 알려주며 통화 가능한지 확인받는것은 그래 예의상 그렇다 치고,   그 내용을 죄다 요약해서 설명해주길 바라는 바쁘신 보좌진님들.. 당신한테 용건있어서 전화한 사람들은 무슨 죄야.. 그거 당신한테 설명할때까지 상대방 기다리게 하는 예의는 어디서 배워오셨는지.. 좀 당신한테 전화왔다고 하면 누군지 왜했는지 물어보지 말고 그냥 좀 받읍시다.   직접 전화 받아서 지금 어렵다고 하면 될것을 왜 나한테 전달하고 내가 또 상대방한테… 더 보기 전달하면 그걸 요약해서 듣고 당신이 또 물어보고 그걸 내가 또 전달하게 만드는건지요? 그러고는 나중에 전화하라고 하라고???? 미쳤어??? 직접 받아서 얘기해 ㅠㅠ  통화 거절의사도 당신이 직접하세요. 상대방한테 이것저것 물어보고 대답듣고 실컷 기다리라해놓고 전화어렵다고 전하는 것도 민망해요. 전화 예절 좀 지킵시다.   자기가 무슨 의원님인 줄 알아요. 상전이 따로없어..  당신말이에요 당신 그래 너 비서관 너!",<직원 인증>
18. 5. 21.  10:10  <직원 인증>  의원회관 내에서 연월차 사용이  다른 공무원들 처럼 자유로워지길  바라는건 꿈에서나 혹은  다음 생에서나 가능한 일 일까요???  아... 사무처는 뭐하나요? 영감들 교육 좀 시키지...  당은 뭐하나요... 법으로 정해진 연월차 사용 공천에 반영한다고 하면 하루아침에 해결 될거  같은데...  남들은 샌드위치연휴라고  월차 내길래 부러움에 끄적여봅니다.,<직원 인증>
18. 5. 20.  10:17  <직원 미인증>  님아! 여기자들한테 그만 좀 집적대시죠.   겨우겨우 국회 돌아오셨으면 자중하시지... 그 버릇 개못주고는...  기자들이 다 욕하는건 아세요??  그리고 남 외모 지적 전에 거울 좀 보시죠 꼭 좀요,<직원 미인증>
18. 5. 17.  1:09  <직원 인증>  우리도 다른 기관 처럼 직통 전화 놓자!!!  왜 못 하는거냐??? 본인 전화 본인이 받으면 죽냐? 손가락이나 손모가지 부러지냐???  진짜 구시대적이다!!  전화 받아서 연결해주는거  제발 직통전화 좀!!!!!!!,<직원 인증>
"18. 5. 14.  4:26  <직원 인증>  힘겨운 월요일 고마운 생각 하나 나눕니다.  오늘 아침 식단을 보려고 국회식단앱(초록색앱)을 열었다가 깜짝놀랐습니다..앱이 이제 없어진다는 공지였습니다.   국회에서 지원하는것도 아니고 일반인(아마국회직원일것같습니다만..)이 관리해오셨는데, 정말 아쉬우면서도 고마운 마음이 밀려왔습니다. 매일아침 출근하기도 바쁜시간에 많은 이들을 위해서 희생하고 봉사해주신 그분께 진심으로 감사의 인사를 드립니다.",<직원 인증>
18. 5. 14.  3:33  <직원 미인증>  행정비서로서 일하면서 제일 비참했을 때가 언제냐고 묻는다면 느닷없이 예정에 없던 생리를 시작했는데 전화받아야되니 자리를 비우지 말라 하셔서 비상용 생리대 한개로 하루종일 버티고 생리대 사러도 못갔을 때였던 거 같다.,<직원 미인증>
"18. 5. 11.  3:24  <직원 미인증>  듣자듣자하니 가관이라서 글 씁니다.  우리방 보좌관은 우리방 비서관은 우리방 비서는 일을 못해/ 안해 정책도 수행도 행정도 다 내가 해.  혹시 이런 얘길 들어보셨나요?  본인의 업무를 미루거나 제 역할을 못하는 사람은 사회생활 속에 굉장히 많습니다. 국회도 예외는 아니죠.  역할을 해주고 싶어도 못하는 사람도 있을거고 어느 위치에 올라가면 적당히 일을 놓는 사람도 있을거고 사연은 다양할 겁니다.  근데 혹시 이 얘길 들은게 업무 중에는 아니었나요?  하루 몇번씩 담배를 피울걸 다 피우면서도 혼자 일을 다하고 있진 않던가요? 카톡에 실시간으로 답장하면서 혼자 일을 다하고 있진 않던가요?  정말 바쁜 날은 화장실도 참아가며 일하고 카톡이 엄청 쌓여있어도 답장 조차 숨막히는 느낌이 들었는데 당신의 담배피는 시간, 사람만나는 시간들은 다른 직원들의 희생으로 만들어진 시간이라는 생각이 들진 않나요?  자기 시간 다 갖는데 저렇게 얘기하면 믿지 않을거라 생각했는데, 말이 무서운게 혼자 일하시는 분을 제외한 모두가 무능력자가 되어있네요. 얘기하다보면 그런 얘기할 수 있죠. 내가 일 다하는것같고 난 힘들고 위로해달라고. 그치만 열심히 일하는 당신의 동료들을 그렇게 매도하지 마세요.  난 아닐거야 생각할 당신을 위해 적어봅니다. 김비서님 당신 얘기입니다. 말이 다 돌고 돌아요. 좁은 바닥 아닙니까.",<직원 미인증>
"18. 5. 9.  4:39  <직원 인증>  살을 빼고 나니 별 거지같은 소리를 다 듣는다. 이제야 국회에서 일하는 비서 같다는둥, 넌 가슴이 커서 안빼는게 이쁜데 왜 빼냐는둥. 아니 너희들 보라고 뺀거 아닌데, 시선 처리 좀. 말 좀. 제발 좀. 관심 좀 꺼줘. 특히 30말40초 것들아.",<직원 인증>
18. 5. 9.  10:31  <직원 미인증>  국회사이트 의원실 채용에 국회보좌진양성과정 올리는 의원실 관계자좀 봐라. 의원실 채용은 엄연히 국회의원실 채용을 위한 공지 공간이다. 아무리 의원실에서 자유롭게 올리는 공간이라도 취지에 어긋나는 글을 반복적으로 계속 올리는거 거슬린다. 자유를 주면 맘대로 하라는게 아니라 상식에 맞게 취지에 맞게 하라는 의미지 너무 거슬리니까 자제좀 부탁드려요. 그렇게 대학생들한테 돈받고 하는건지 그냥 하는건지 모르겠지만 일단 보기에는 너무 안좋아 보입니다. 자체 사이트에서 홍보하든가 하세요.,<직원 미인증>
"18. 5. 9.  8:23  <직원 인증>  차 심부름, 설거지는 여자인턴한테만 떠넘기는 우리방 행정비서. ""남자는 원래 안 하잖아~"" 라는 그녀에게 헬조선 명예남성 임명장이라도 주고 싶다. 결혼 후 자녀계획 없다고 하셨는데 우리사회의 미래를 위해 꼭! 그 말씀 실천하시길 바라요.",<직원 인증>
"18. 5. 6.  3:01  <직원 미인증>  얼마전에 올라왔던 한 청소년 단체의 모 전 위원장에 관한 글입니다. 모 전 위원장님. 지금까지 나간 분들이 글은 올렸지만 현직 OO이 올리실 줄은 모르셨겠죠? 그것도 저처럼 OO에서 많이 활동한 회원이요? 모 전 위원장님 지금까지 OO에는 뼈를 묻을거같이 말씀하시고 현직 모 위원장님이 자신과 소통을 안한다 그렇게 말하시더니 본인은 안돌아보시는지요? 자신이 위원장에서 물러난 후 모 위원장님이 위원장에 올랐는데 윤리규범이라는 말도 안되는것을 제정하면서 현직 운영위원장을 본인이 제명할 수 있는권한을 통과시키려하고 그걸 통과시키려는… 더 보기 이유는 모 위원장님이 회원들 권한을 더 확실히 하려고 정관 을 개정을 했는데 그걸 고문인 본인께 말도 안하고 해서 그렇다면서요. 그리고 아무 권한도 없는 고문인 본인이 현 위원장님을 자신의 오픈채팅 관리자의 권한으로 내보내버리고, 그거에 대해 항의하는 모 운영위원님이 고문과 모 윤리위원장 해임 투표를 하고 통과시키자 바로 제명시켜버리고. 이게 말이 되는일인가요? 그리고 최근에는 현 위원장님과 부위원장님이 그런 일이 있었음에도 저번부터 해왔던 세월호 서명운동 온라인 설문지를 본인이 모든 sns를 다 가져가버리니까 올려달라고 그렇게 부탁을 했는데도 몇번을 읽씹하셨나요? 현 위원장님이 소통이 안된다고요? 본인이 안하시는거에요. 지금까지 본인의 행동을 한번 되돌아보시죠. 그러면 저희가 왜 이러는줄 아실겁니다. OO을 위해서라면서 OO을 혼자서 모든 욕을 다 먹이는 짓만 하고 계시네요. 이것에 대해 궁금하신 분은 댓 남겨주세요.",<직원 미인증>
"18. 5. 4.  8:56  <직원 미인증>  정외과학생으로서 전공을 가장 잘 살릴 수 잇는 곳이 사실 국회이기에, 다음학기 휴학후 한학기동안(현재4-1) 국회인턴에 지원하여 합격이된다면 일을 하고자하는 학생입니다. 저는 국가 제도나 정책,공익에 관심이 있고 특히 경제적 약자로서 소상공인과 중소기업의 이익대변에 관심이있어 이에 포커스를 맞추어 경험(스펙)을 쌓아왔습니다.  보통 대외적으로 의원님을 홍보할 수 있는 실무능력을 가진 사람을 뽑던데 저는 공공기관 sns서포터즈와 기자단 경력이 5회입니다. 이런 상태인데, 제가 자소서에 무엇을 쓰면 합격가능성이 높아질까요? 자소서에 주어진 형식이 없다보니 어떤 방향으로 써야할지 감이 잘 잡히지않습니다. 제가 대학생활을 하면서 해온 경험들을 통해 어떤 실무능력을 갖추었고, 어떤 철학을 가지고 살고있는지를 쓰고자하는데 충분할런지요  혹시 더 꿀팁이 있을까요?",<직원 미인증>
"18. 5. 3.  9:39  <직원 인증>  가벼운 글이라 죄송합니다. 바쁘신 분들은 패스해주세요 -   춘천 출신 서기관이고 영어 이름이 에릭이던 분을 찾고 싶은데요. 혹시 곁에 아직 누군가 없어서 실례가 되지 않는다면 커피 한 잔 하고 싶어서 인생에서 첨 큰 용기를 내어봤습니다.   꼭 연인이 된다거나 하는 걸 기대하는 건 아니고 얼마 전에 우연히 마주쳤는데 생각보다 더 반갑더라고요-  제가 사는 국회 근처 오피스텔 일층의 식당 앞이었는데 동료로 보이는 일행들이 있어서 아는척하지 못했어요 ㅜ  옆 회사에 다니고 있고, 당시엔 휴직하고 홍대 쪽에 살면서 일본 가정식을 배울… 더 보기 거라 했던 이웃입니다.  그 당시엔 커피도 못 마셨었는데 이제 커피도 마실 줄 알고 술도 소량 마실 수 있습니다!   일본 가정식을 배워오진 못했지만 유럽을 돌며 유럽 가정식을 배워왔고요 제 글이 70년대 항소 사유서 같다고 했는데 쓰다 보니 약간 느낌이 그런 것 같기도 하고., 암튼 그러합니다.   워낙 예전 일이라 혹시 현재 여자친구가 있다거나 아님 결혼을 하셨을 수도 있다고 생각하는데 그렇다면 미리 사과드릴게요 -   혹시라도 그런 상황이 아니고 제가 기억이 나신다면 인연이 다시 이어진다면 참 좋겠네요",<직원 인증>
"18. 5. 3.  6:05  <직원 인증>  의원실에서 처음 일을 시작했을 때. 하루하루가 미로 한복판에 내던져진 기분이었다. 그래도 시간이 지날수록 익숙해지고, 탈출을 하고 나면 숨 돌릴 여유가 잠깐이나마 주어졌다.  지금은 쓰러지는 도미노를 등지고 내달리는 기분이다. 일이 쏟아지는 속도는 언제나 그걸 처리는 것 보다 한 뼘 더 빠르기만 하다. 여유는 없어지고, 지쳐서 집에 도착해 쓰러지고 나면, 소중히 대해야 할 주변 사람들에게 날카로워 지는 날이 늘어났다.  무엇보다, 과거에도 지금도 혼자다. 생각이 깊어지는 다.",<직원 인증>
"18. 5. 2.  3:26  <직원 인증>  좋은 선임 되기는 어렵다. 여기 대숲을 보면 정말 난 좋은 선임에 너무 멀다. 변명할 거리는 있다. 난 그래도 적어도 내가 당했던, 겪어왔던, 참아왔던 부조리함을 후임들에게 전해주지는 않으려 노력했다.   비록 그들이 용인하는 기준에는 못 미칠 수 있어도. 적어도 내가 생각한 부조리함은 내 대에서 끝내고자 했다.   그런데 아니었나보다. 후임이 그만둔댄다. 갈곳도 정하지 않고...... 이제와 잡아보고 싶지만 잡을 명분도 없다. 마음이 얼마나 힘들었길래 저런 결정을 했을까.   몇년전 인간같지 않은 선임때문에 도저히 못버텨서 갈 곳도… 더 보기 정하지 않고, 일년 이 악물고 채운뒤 딱 일년째 무작정 그만뒀던 그때가 생각난다. 그때 그 생물은 내가 그만둔다 했을때 시원했겠지......  난 아닌데. 난 잡고 싶은데. 하지만 원인이 내가 전부가 아님을 알고, 내 영역밖의 일임도 알기에. 그저 착잡하다.   그냥 방 옮길때까지는 여기 있어라. 라는 경험칙 밖에는 해줄 수가 없어 너무 미안하다. 예전 그 생물 보면서 난 절대 저렇게 살지 말아야지 했는데, 어느새 내가 후임한테 그런 존재가 된 것은 아닐까 두렵다.   좋은 선임 되기 어렵다. 진짜.",<직원 인증>
"18. 5. 2.  9:21  <직원 미인증>  무능력한 보좌진들께 고함.  국회무능력한 그룹들이 몇개 있는데, 그중 로스쿨나온 파, 해외 유학다녀온 파들의 수준은 가히 상상을 초월한다.  유학다녀와서 모 의원실에서 비서직하다 짤려서 당바꿔 비서, 비서관 단 사람들부터 로스쿨이랍시고 기존 보좌직원들 무시하는 안하무인격 사람들.. 언제부터 로스쿨 변호사가 대접받는 사회였다고..  당신들의 인성은 이미 포기한지 오래지만.. 최소한의 예의는 좀 갖추고 삽시다.  당신들이 방에서 홀대 받고, 외면받는걸 방내 환경, 보좌관에게 원인이 있음을 떠들고 다녀봤자 결국 자신의 허물이 됨을..자각 하시길 바랍니다.  그냥 조용히 일하세요. 그리고 좀 부끄러운걸 아세요.  묵묵히 일하는 선후배 동료들의 겸손부터 다시 배우시길 바랍니다.",<직원 미인증>
"18. 5. 1.  8:23  <직원 미인증>  5월1일  5시반 경 의원회관 헬스장. 키는180정도에 머리는 짧은 앞가르마, 눈은 좀 크시고, 건장한 체격은 아니나 다부진 잔근육의 소유자이셨던 분. 하체운동 열심히 하시던데 너무 멋지시네요. 주위에 사람들만 아니었다면 먼저 가서 말을걸어 볼까 생각했습니다만.. 어느 순간 사라지셨네요. 또 언제 마주칠지. 용기 내볼걸",<직원 미인증>
18. 5. 1.  11:31  <직원 인증>  오늘은 근로자의 날입니다~! 대부분의 근로자들이 쉬는날  공무원은 못쉰다고 투덜하는 분들이 많습니다. 공무원도 쉬어야되는거 아니냐고 투덜됩니다.  그런데 왜 인턴들 앞에서 투덜되세요? 인턴은 공무원도 아니고 근로자인데 왜 출근하는거죠? 인턴들은 쉬어야 되는거 아닌가요??  공무원님들이 투덜대는걸 왜 인턴이 들어야 합니까?  이 글이 언제 올라올지 모르지만.. 근로자의 날을 맞이하여 이미 출근한 인턴들의 조기 퇴근을 기원합니다!,<직원 인증>
